slope_deg,roughness,edge_density,ndvi_mean,shadow_fraction,brightness_std,object_density,confidence_score,label
7.421758588,0.342703134,0.2430421451,0.1100769209,0.3881083921,0.1162600058,0.09544902961,0.6192533956,0
6.494481522,0.4732074604,0.5569232783,0.3995894188,0.335079397,0.1113921701,0.3512232965,0.6234561126,1
0.6073900482,0.05782617473,0.3177419605,0.7123454039,0.5087046666,0.1576610557,0.1215218879,0.8800372403,1
4.400778958,0.3342823375,0.7042568726,0.3749782792,0.05830022303,0.07383403932,0.2516706745,0.7248882994,1
5.696806145,0.5055663734,0.1698937502,0.1565448398,0.1320112171,0.09332532562,0.1345308324,0.6662357758,0
13.28561113,0.1092677169,0.4526468195,0.07444264247,0.3878108014,0.2061047065,0.3546350004,0.9028621683,0
9.718091448,0.4763718621,0.7048311112,0.7551413105,0.108754807,0.1835532538,0.628735953,0.9441573332,0
0,0.3351520189,0.3417283525,0.5944075271,0.09315344981,0.122878823,0.233433165,0.8830618823,1
9.620419847,0.3113112656,0.3730376359,0.2503735782,0.3105118757,0.1743163643,0.3745489107,0.8537953298,1
6.074588598,0.3156514521,0.2753109284,0.236281925,0.2725428175,0.1040167325,0.3429579937,0.6003354959,1
4.615389998,0.134259306,0.04700829467,0.7161747894,0.4169434397,0.1033943076,0.4138360848,0.6370908742,1
11.05838144,0.04261251654,0.09558686171,0.1420545878,0.1061176586,0.1023785381,0.1407941595,0.8348303271,1
13.15499761,0.4402492515,0.498957165,0.4280298317,0.3894229806,0.07151107836,0.2978026955,0.7433475765,0
12.6564006,0.1195934957,0.2590909549,0.5708034201,0.3817672191,0.1452640579,0.4613276514,0.6068163635,0
3.803912384,0.2000779313,0.1876305485,0.3171122816,0.185736817,0.2495082362,0.5614722242,0.8593043833,1
6.453938121,0.7007817976,0.8942597947,0.03192187403,0.1010863557,0.05012090128,0.05273166892,0.7465677766,0
9.656317157,0.2817555448,0.1217242245,0.182207051,0.5079181059,0.2343003009,0.1042130758,0.83058876,0
12.87772564,0.3492651155,0.2422337769,0.72144651,0.1458995807,0.0142471225,0.07023479621,0.7639175108,1
5.604128811,0.1834866281,0.02732777179,0.4184951735,0.224155922,0.1749542257,0.2015482655,0.6092742,1
7.071705117,0.5023166738,0.1269811867,0.6523529972,0.08805720313,0.05714037173,0.2883874535,0.8225735988,0
2.46832513,0.06245007841,0.5171304226,0.4445484342,0.2219131646,0.1755584837,0.2457142305,0.8758300944,1
2.01896688,0.43544377,0.287893525,0.7548816766,0.2339676636,0.1093544607,0.05969898262,0.6545918761,1
12.06262911,0.0920630148,0.4583420183,0.7273072604,0.1529325163,0.1859072987,0.4484655737,0.9118787549,1
14.78120014,0.6257518884,0.5742828173,0.3863104336,0.2875594326,0.1097625751,0.09554568746,0.6635466171,0
7.639949392,0.3770081169,0.2313478895,0.2546192203,0.1868459671,0.1746632045,0.1339647159,0.7479928222,0
13.01766449,0.127171979,0.1122733539,0.4813350299,0.2790541901,0.1391785639,0.308960336,0.7845154582,1
9.808180125,0.2743528736,0.3165619127,0.5399101453,0.5281321021,0.2104062906,0.145384437,0.7098530153,0
4.774401227,0.3825666157,0.3917466974,0.3986840738,0.0801521021,0.1402886346,0.4035849709,0.7751600196,1
9.806978028,0.1784396198,0.4037535323,0.6578265769,0.2361962613,0.1603386475,0.3827089255,0.8514247363,1
15.69018283,0.2162905368,0.780845089,0.1466628174,0.1467606687,0.152775593,0.3146855917,0.8500593202,0
7.820869804,0.5209740342,0.7579425702,0.2675294645,0.3274004776,0.193650256,0.4139008377,0.9227989545,0
15.82321828,0.2790740049,0.3620451888,0.5491010859,0.08642429202,0.1965294493,0.2296193202,0.9017318258,1
0,0.4849887996,0.250788382,0.1973470923,0.5253518376,0.1517945695,0.35936262,0.9447869536,0
12.10951252,0.3481128642,0.1790205748,0.3518757957,0.09705490424,0.06317161329,0.1136622113,0.8083829171,0
8.435235341,0.3776973083,0.5789548312,0.7709868373,0.150863647,0.1010383248,0.2165302136,0.7401801325,0
6.504963248,0.4552676385,0.1936728566,0.5007007781,0.1725247966,0.1890311707,0.1253718164,0.68403434,1
8.458803883,0.5646367744,0.4753636139,0.7592457877,0.1902801722,0.07235639547,0.4759629567,0.6853892796,0
0,0.1352549552,0.422159364,0.5779531226,0.09938546355,0.1129825061,0.4927952965,0.6528233995,0
6.901640561,0.418906297,0.2150933606,0.5797334157,0.2381633793,0.1192814409,0.1099149255,0.8543334409,0
9.785562858,0.6277239734,0.3670061771,0.473485739,0.4748732048,0.1380938961,0.360874256,0.828984804,0
15.38947022,0.4233062619,0.2863586301,0.1137668759,0.3667019788,0.1309543532,0.06956947993,0.7023029686,0
5.408648909,0.3242865327,0.2206906098,0.4157714327,0.4219414036,0.1515985484,0.2145618427,0.9122481193,0
3.957531986,0.5237323534,0.1846161258,0.2021329604,0.7399074721,0.09626805888,0.5602094545,0.7933002209,0
5.491214782,0.6843643932,0.427746643,0.7989380435,0.4040653911,0.1062298026,0.08106615305,0.6241566602,1
12.57701059,0.3592652759,0.2299291953,0.2135695521,0.3956249148,0.2385204914,0.1218067779,0.6215078237,0
9.643755548,0.3939614324,0.2226992769,0.1845486748,0.4841340251,0.2198228625,0.3292181092,0.6501154325,0
5.351198981,0.3799956548,0.2272171912,0.4991065241,0.03604694676,0.175367833,0.3982323101,0.6739421788,1
10.56633717,0.08417433654,0.3204024264,0.4087590506,0.08469621666,0.1804610484,0.4794571683,0.9106030695,1
8.485387747,0.4372271147,0.5863879516,0.0170823306,0.1445779317,0.1627832433,0.09791417047,0.8724569327,0
12.84322495,0.09410779358,0.2188104946,0.1036265432,0.03671935207,0.1464529449,0.5201322919,0.6706034487,1
4.489734531,0.3982612865,0.3142240118,0.6488343535,0.2079546425,0.105607155,0.3101260868,0.6869723233,1
6.361689267,0.07765506646,0.5919494691,0.3869535641,0.1405110921,0.2215304218,0.1324787506,0.822875808,0
6.039459234,0.1282124549,0.2614841121,0.1168121719,0.2539274598,0.2424669659,0.100312763,0.9050330755,0
0.6824252593,0.2142506431,0.1767749169,0.3721940503,0.3133137646,0.1213649601,0.2064679115,0.7108551933,1
9.480601385,0.1898088524,0.2843144496,0.2025192665,0.09621208272,0.2038820091,0.1976223943,0.7839238007,0
9.305276361,0.4495496904,0.4192213561,0.1788731689,0.3537150846,0.1270813258,0.1648378907,0.9116321421,0
8.025567283,0.2340831361,0.2158266244,0.7661802212,0.4005031664,0.109041373,0.125721242,0.8697211185,0
6.827064333,0.1004746869,0.3336236589,0.2896196215,0.2511319588,0.126553479,0.09069983364,0.9120283104,1
0.9231462897,0.17529107,0.4855729719,0.03714488374,0.4720374022,0.1294886578,0.09658284996,0.6973258477,0
5.896773386,0.3112062459,0.3998901783,0.7762613381,0.1206502296,0.1781862664,0.1620899009,0.8418269518,1
6.286427417,0.3072581434,0.04603998535,0.6358716598,0.205423504,0.1258003665,0.2073928905,0.6399044079,1
3.988613654,0.3162298391,0.5497173882,0.2035306453,0.1948420773,0.1907884097,0.26387643,0.8156727503,0
7.193571442,0.4493230297,0.175734379,0.3271134678,0.4690015072,0.1115151728,0.1841431132,0.7064089378,0
10.02025428,0.4992607593,0.2005980652,0.6898316597,0.1114536159,0.1450504906,0.1147150157,0.8455181101,1
17.43092951,0.3797328748,0.3605837557,0.2859308155,0.3287525204,0.09139967523,0.1502825652,0.6496561005,1
8.872889064,0.2587951205,0.4364248218,0.4539232336,0.5120678973,0.08282983596,0.05333177665,0.8329530942,0
9.287751954,0.217206502,0.7408379551,0.4278854957,0.7115648272,0.1663665966,0.2361731086,0.8479816973,0
7.627770421,0.6337271425,0.1536897497,0.3210356389,0.1812341194,0.153426505,0.09253022057,0.9000047104,0
0,0.3024225452,0.3955422828,0.5116015215,0.297246327,0.1249913552,0.06928519239,0.8404768069,1
7.867430623,0.3532438315,0.464984557,0.3786325898,0.3368174209,0.1016604304,0.352692352,0.7830024986,0
8.30115105,0.1960088012,0.2641116096,0.01698439334,0.7027744139,0.08995515423,0.2415597429,0.8744558783,0
20.31621056,0.1946041463,0.616477395,0.6515064861,0.3203824623,0.1659171874,0.271940192,0.6995516119,0
7.038195176,0.1201659627,0.7573847577,0.0905246262,0.2915354379,0.1135309787,0.2424073634,0.8371132699,1
9.507736712,0.2881738349,0.3956136187,0.3712719447,0.2828229086,0.2297628452,0.5173324971,0.8535847043,1
7.826441151,0.1945107684,0.1055746912,0.4639206327,0.0436874088,0.1571425991,0.2085849603,0.7373894204,1
2.156609812,0.2219017467,0.1011587617,0.5644048434,0.3743277099,0.1747254279,0.04668222769,0.9461382812,1
13.71411407,0.4924424141,0.3596109134,0.3286372282,0.2914902837,0.2188757867,0.2440378687,0.7246314001,0
11.75966516,0.08506599782,0.4442128501,0.5884387896,0.07606117599,0.1070315322,0.03758026639,0.6295719093,1
11.95515974,0.1707846804,0.5800186975,0.1050800678,0.4990328618,0.1708918214,0.2471709889,0.7062160328,0
3.453062726,0.3275299416,0.3341097465,0.5227564386,0.0368784057,0.1735530009,0.1298804914,0.6348029983,1
15.01397155,0.3146017535,0.2872225726,0.6610711421,0.1607857962,0.1226075436,0.1401161625,0.7187564551,0
0.990744686,0.5591300432,0.3655611281,0.7115551783,0.3870551842,0.07172093001,0.1443103196,0.6447555091,1
10.93428547,0.05690746574,0.3526135213,0.4636531968,0.1289860991,0.04064905805,0.3447025769,0.7538372024,1
18.95227813,0.5215862971,0.2454228239,0.2503161585,0.174676906,0.1031483897,0.1347083626,0.8722914147,0
3.047318374,0.1109111745,0.6937632403,0.1306852094,0.3559488323,0.2042951889,0.07218111982,0.6236050686,1
5.168511352,0.2265228453,0.3464182571,0.2764470023,0.2248681477,0.1093697847,0.4334315507,0.7970877739,1
8.498256825,0.08232379529,0.1042179329,0.4319794985,0.3969571525,0.1965405039,0.2313773314,0.6153396544,1
5.482621729,0.02033762111,0.3256371524,0.1570641792,0.2544036961,0.110403076,0.1780195561,0.9096132092,1
0.2466828447,0.5150992247,0.5089694731,0.7620119246,0.1687148027,0.1507789148,0.248346951,0.9224839261,1
8.342814874,0.1524295833,0.4101587743,0.7177083431,0.03692009949,0.1750121764,0.1759822848,0.7723252453,1
2.688481431,0.4015616903,0.2117130403,0.02636575589,0.04044227231,0.2000747458,0.08617649098,0.8692309073,1
10.36796215,0.1934741652,0.6931275804,0.4495694386,0.162542229,0.1255037401,0.2283107323,0.8075188273,0
3.402878829,0.567605516,0.4842186911,0.6314470322,0.0758644872,0.116494547,0.1333595444,0.7192320073,0
15.74967203,0.20745753,0.1529126286,0.1963135679,0.2595031462,0.04957509243,0.3036850647,0.6857992792,0
4.083733538,0.2430327928,0.1112499926,0.4191169859,0.1656269633,0.1270778867,0.1359632507,0.8655085358,1
6.389692419,0.1686796226,0.2212806338,0.3247935059,0.1881061779,0.3146084699,0.1146472221,0.7504930762,1
12.06758609,0.1197872135,0.0421466593,0.1572370114,0.4098674045,0.1376665717,0.06929198046,0.9220834604,0
1.845678418,0.428163737,0.6534347457,0.4917899071,0.2600084513,0.0774954946,0.5809431977,0.9414921813,0
9.137299673,0.280532852,0.3073463161,0.7949537403,0.01841054046,0.1410033227,0.2022868436,0.6736374347,1
14.53571377,0.02553045918,0.1153741826,0.2922298082,0.354105289,0.1855870582,0.1336445541,0.7963721568,1
0,0.5758838934,0.3327852829,0.4419032066,0.2375036784,0.1186253572,0.1213116023,0.7879269844,1
8.923169293,0.2466749134,0.1161384554,0.2622837453,0.2162378178,0.0942104715,0.02165609154,0.9038346016,1
9.299413971,0.1265914119,0.5097467503,0.7015588934,0.2646267281,0.2756288057,0.3366380952,0.8418447359,0
11.90911436,0.07690526282,0.4479988649,0.6916821603,0.09728267455,0.1685981963,0.458031812,0.8125821273,0
1.815246446,0.1317865995,0.4423012558,0.1430187104,0.2131796106,0.2265816117,0.3475994453,0.8376587052,1
1.397716935,0.3423522504,0.3569196791,0.7199590994,0.1360014312,0.1299848952,0.07615139106,0.7363101319,1
10.60970783,0.4422870444,0.4171670042,0.1212069688,0.06793505881,0.2386698568,0.1170147045,0.9361020229,0
9.484923366,0.2290208014,0.2691505444,0.0763519677,0.0837800329,0.1953714266,0.1000171302,0.6201689739,1
9.252464252,0.813342405,0.5223107856,0.5223476926,0.1277541227,0.1755587411,0.2165657979,0.610195145,0
9.732241047,0.2079234243,0.4733452619,0.3087232847,0.06440864033,0.08856281186,0.161105922,0.7454564077,1
4.599876392,0.2608344426,0.3510562851,0.4245924748,0.3023182116,0.113214223,0.248672294,0.6541015816,0
9.161268486,0.1095262842,0.58098782,0.5220566255,0.2002784653,0.1725028063,0.1222964305,0.790680113,1
9.465362366,0.250851252,0.5181213487,0.04226979023,0.1227728421,0.1326358845,0.2210560186,0.6031534663,0
4.42824291,0.4615262691,0.1436421455,0.2343625369,0.04511288051,0.1686270224,0.2313676997,0.7608890412,1
17.32887256,0.6224521206,0.1463887819,0.3687250494,0.09288412785,0.1261608983,0.1267804167,0.7032235972,0
10.3691646,0.3984798934,0.1134918759,0.2132699278,0.175494407,0.1710748329,0.04487778634,0.6708261213,0
2.043482514,0.05873432228,0.1836625467,0.03917710743,0.2181594877,0.1172374583,0.4230217188,0.7556273382,1
11.28276804,0.09968586243,0.4020432284,0.06934125858,0.1461717328,0.1725130991,0.3928263481,0.8990921366,0
3.126591649,0.05874538677,0.7782451095,0.641398295,0.05654921853,0.09957439602,0.1661848671,0.8293881395,1
11.93542302,0.1404948128,0.3315193856,0.7291094074,0.1957031913,0.1328600794,0.1582472354,0.6559795775,1
13.7929779,0.1813561797,0.3587912536,0.1217866419,0.2419627614,0.1392497119,0.1206911944,0.7746055705,1
3.896588408,0.1207732277,0.4441171847,0.1994095658,0.3915790432,0.1049089442,0.2992977304,0.9260848916,1
12.81688065,0.3803905056,0.4172930736,0.5217995238,0.2906425019,0.1179131272,0.1975484536,0.7537286879,0
10.06390463,0.1155087471,0.2104411972,0.7634174209,0.2315287836,0.164002882,0.3076442185,0.7646911812,1
12.1103008,0.3442408864,0.2457804066,0.2396717673,0.2858891586,0.1853921614,0.08092021731,0.9294751809,0
17.48396491,0.4240345061,0.4124341217,0.684170901,0.3420628651,0.162535838,0.06112102626,0.647532864,0
6.77305942,0.2228239973,0.2470438968,0.4048197156,0.2900961391,0.1753379954,0.1560499174,0.8572645199,1
4.231319178,0.4966158879,0.2624489015,0.7652469113,0.4258375071,0.1542902594,0.2830188161,0.70470649,1
3.552427852,0.3672419813,0.2584200665,0.1090069299,0.08374197779,0.1152552061,0.4845971393,0.9030620806,0
3.920948575,0.1766046091,0.4852794319,0.7789379186,0.0845610073,0.06365708448,0.3355255395,0.6190268698,1
7.614491453,0.258063473,0.1824310031,0.3527829023,0.4860776552,0.1235225994,0.3007869387,0.9466405489,0
9.705759874,0.1894646967,0.2344016782,0.7623507123,0.2677381306,0.1439189223,0.255268545,0.869013087,1
9.383453997,0.4155398954,0.721226357,0.3669521736,0.3532683451,0.1186102324,0.162839941,0.6995165439,0
12.13591625,0.3736665774,0.4711658697,0.4240657073,0.1568450212,0.2276429249,0.1548708255,0.8662995628,0
8.065009459,0.3157432682,0.1718397935,0.6438200078,0.1173608245,0.1638198099,0.1558377122,0.9230394177,1
15.26767039,0.08399329541,0.3983154196,0.5781028006,0.4153094462,0.1454239839,0.0969238239,0.6395210869,1
6.676715834,0.1704002606,0.1880182489,0.4956826563,0.07383838978,0.1773535372,0.3216652118,0.9197524285,1
21.60084583,0.1477675606,0.7467854691,0.3335840189,0.5202960488,0.2511228403,0.2562225669,0.7260610481,0
11.12833674,0.03994697174,0.1529369177,0.6339506939,0.1493385996,0.1359227824,0.06181621487,0.6022607569,1
3.714212218,0.1032941518,0.1638629206,0.7585826666,0.09394629276,0.1017878825,0.06285183551,0.6393473397,1
2.64553751,0.1051529493,0.461020898,0.007848717554,0.3589476264,0.1660923123,0.2234100237,0.9096778754,0
10.41236208,0.2278664791,0.2164684691,0.4702760772,0.530474383,0.09253547581,0.08973108468,0.9439332639,0
6.882686073,0.4036845372,0.5920218746,0.6927847432,0.1211233578,0.1023320677,0.1300965699,0.9133802047,0
11.57000247,0.1854125091,0.391411016,0.5224900299,0.07940059068,0.2212002416,0.1763239413,0.7545378211,1
10.36618812,0.2356320321,0.5657578622,0.6406634063,0.1763300633,0.2147903936,0.1234321176,0.9364935362,1
7.635855437,0.2356871952,0.1556731436,0.7160488831,0.286497636,0.1825120898,0.04344418929,0.7423975767,0
3.76603141,0.25568945,0.1588160272,0.6007608127,0.2096074678,0.1694935918,0.2121812513,0.6397936242,1
0.4257638766,0.2773165894,0.3481758146,0.5736139211,0.3899020609,0.08894961604,0.3557127879,0.7193295237,1
5.76742524,0.4929038584,0.474309757,0.7717967131,0.2435184023,0.109567625,0.2344922857,0.9494474073,0
12.28199397,0.2246163601,0.06968485283,0.6909477263,0.4496454872,0.2161512714,0.2183321826,0.8190809596,1
9.070468721,0.4978941595,0.4762433134,0.6523022957,0.04642139126,0.124653896,0.2190400338,0.7189995487,1
1.771306106,0.2708167713,0.3939396958,0.06912268838,0.2287261133,0.1100038569,0.418249185,0.818462684,1
8.865904629,0.2447966527,0.4368333702,0.1912239065,0.09943338823,0.1405030229,0.1429940762,0.7501975403,0
9.926586899,0.7069398341,0.2223015412,0.4454048195,0.3342504667,0.1788519198,0.3975706403,0.6173420072,0
3.580712819,0.4405181038,0.5920599666,0.567648084,0.1881828246,0.1396249691,0.3535907599,0.6703946706,0
8.76862553,0.04283204594,0.100837771,0.2425719146,0.2996667284,0.1411007159,0.1061872477,0.6067323683,1
8.291043592,0.3382887653,0.3871317429,0.0746624905,0.06480720179,0.0410964154,0.1366081221,0.689177278,1
2.285148511,0.1093125928,0.4981173973,0.2488793495,0.2179625676,0.1464593748,0.1739692228,0.8588477614,1
9.788936802,0.2790779757,0.1524704423,0.6168233445,0.2211559435,0.1998707763,0.3754507081,0.667661508,0
10.80392263,0.1231956763,0.06550533171,0.7019208235,0.1508195362,0.1465701809,0.3005887006,0.7848197326,1
13.41525622,0.3108549003,0.6917715677,0.7303229187,0.1732317159,0.2534968432,0.1744776591,0.8455613016,0
13.26901026,0.5807638662,0.5886335593,0.3030933433,0.3060398589,0.1138842822,0.2201782134,0.7920388461,0
1.11165316,0.3520188681,0.4749634786,0.2980308599,0.4357031295,0.1255240937,0.1769126201,0.6053796884,0
3.3108748,0.2116244883,0.2858575072,0.3253659768,0.4221554383,0.1164736504,0.3776863851,0.7271696898,0
10.57517634,0.1906015665,0.3544415019,0.3006475755,0.4136691153,0.1150765807,0.2794723563,0.7545706753,1
10.56892975,0.5287406175,0.3458710227,0.532957286,0.07162579696,0.1768462071,0.2221703233,0.7199636727,0
10.57523843,0.3441654266,0.5106774487,0.2866586097,0.3250936479,0.1362546567,0.1264492403,0.7911923214,0
27.26365745,0.5094830252,0.3382456607,0.01627514929,0.3432629382,0.2472171212,0.400151957,0.7796037884,0
10.85445255,0.3888300985,0.1588538412,0.3512196806,0.1095916474,0.1623589408,0.2674141417,0.6656075843,1
13.6778282,0.2486223552,0.1508891682,0.1793216529,0.248219,0.1064010618,0.2321997285,0.8631909117,0
12.77000882,0.3258502242,0.5804986191,0.02304571023,0.03949750148,0.100369365,0.1697159731,0.6564073,0
11.25695626,0.6161490898,0.09747365488,0.3766743612,0.5559138995,0.2333345808,0.2218298214,0.7606378796,1
6.423653777,0.263736783,0.4632233869,0.1647636474,0.2019391014,0.1610359717,0.3165435531,0.8647057702,1
11.7948461,0.1821869446,0.2207206823,0.3621934519,0.2897878896,0.2152619839,0.2113456493,0.8440418002,1
4.135873927,0.1718929705,0.04566339829,0.2221999893,0.2661278806,0.1534753406,0.1015584266,0.7512650596,1
6.815906966,0.3967058968,0.4571594064,0.4829670962,0.2220455126,0.1507938589,0.0450312478,0.8761221433,1
5.573182261,0.2024517444,0.4001212594,0.7927019095,0.153343097,0.2169889761,0.156328758,0.8498152635,1
8.409370697,0.2286376528,0.3092214331,0.4377855366,0.2473026214,0.1686396298,0.4480304017,0.734587571,0
19.57329283,0.4634907046,0.2222672573,0.5175167335,0.06244440879,0.1680892293,0.1561651992,0.9134296829,0
0,0.1011867315,0.6607545841,0.7354206062,0.2114355109,0.1297362679,0.02612249795,0.6496858326,0
11.43130095,0.2799184058,0.3322688502,0.2992003342,0.3036782522,0.1935709827,0.3311082678,0.7254687425,0
0,0.4914679825,0.2680044211,0.1332387598,0.6832411523,0.1462868518,0.354712612,0.8442333849,0
5.640340671,0.3159941077,0.1499223965,0.2262378263,0.1242903807,0.1222465189,0.1218293059,0.9055421078,0
13.44475298,0.2817194221,0.1434601965,0.3222359526,0.2074223595,0.2576243289,0.2653046893,0.7129029054,0
8.321400095,0.3774191191,0.4547268255,0.516014145,0.4212417368,0.1350195651,0.2811658693,0.7964348398,0
2.61127611,0.3231700331,0.258362173,0.003670423544,0.2050490142,0.110481845,0.08900765609,0.6041439124,1
4.423481454,0.2453787439,0.01365102611,0.6827065718,0.16281394,0.2068714461,0.1113849687,0.7297949785,1
11.39798874,0.05079942872,0.1988350931,0.06087517844,0.2628196185,0.1839362348,0.3324612689,0.7158272523,0
4.348166841,0.3893073783,0.5239446739,0.7205241191,0.1060570282,0.1168557999,0.1859998506,0.8948648172,0
9.082292948,0.09094489894,0.4418851594,0.759547617,0.4582020179,0.1460574386,0.3657243472,0.6258918417,0
8.2278592,0.4066073344,0.2165940196,0.7920822353,0.5243663023,0.1834462336,0.2066030557,0.6217401002,0
4.741998262,0.04913317292,0.7502315659,0.6476081475,0.4189535074,0.1605651131,0.3946151497,0.7549457134,1
18.71972045,0.1340608056,0.1275057142,0.1134844208,0.1756821348,0.1892997671,0.2122468512,0.7425861514,0
11.16959511,0.3113574232,0.1069895668,0.5649336346,0.3212744194,0.1496707549,0.336821047,0.6565459757,0
0,0.2347545075,0.09752530255,0.1626570325,0.1734739024,0.1909039827,0.2043207227,0.6921704683,1
8.932271574,0.2065514474,0.183096569,0.7177022685,0.2559005806,0.1345538556,0.2801264088,0.9409680703,1
4.691067676,0.6816552683,0.4309175442,0.2532847405,0.2107161577,0.1177029132,0.07169744733,0.7796138975,0
12.26216667,0.4125868136,0.2211651872,0.2614367817,0.1069153072,0.2026502628,0.1433961723,0.6307485772,0
4.037396308,0.05312104296,0.286040997,0.7341226367,0.1245937805,0.1645542025,0.1665623693,0.6174113878,1
7.426317793,0.4906190425,0.06851704746,0.01058485663,0.1139829129,0.1843481053,0.1453068894,0.6146782544,0
10.52493639,0.4547962996,0.6058517638,0.1551729212,0.1459662209,0.2112165466,0.1870138456,0.7361566643,0
12.32877597,0.3608149426,0.5648509275,0.3375458133,0.1289415207,0.1213715749,0.3438224429,0.9029660806,0
1.998517965,0.1880666282,0.266263638,0.5605772538,0.4787188375,0.1766188764,0.01221796322,0.8915208077,0
6.327493821,0.3961481321,0.2803239427,0.5180529328,0.22984302,0.2659996011,0.06762889468,0.7287602388,1
